date, pm25, pm10, o3, no2, so2, co
2024/6/6, 37, 20, , 3, , 4
2024/6/7, 42, 14, , 1, 1, 4
2024/6/8, 34, 21, , 1, , 3
2024/6/9, 43, 18, , 1, 1, 3
2024/6/10, 46, 21, , 2, 2, 3
2024/6/11, 43, 21, , 3, 1, 3
2024/6/12, 39, 20, , 3, , 2
2024/6/13, 46, 22, 36, 2, 1, 2
2024/6/14, 45, 30, 37, 1, 1, 2
2024/6/15, 62, 27, 39, 1, , 2
2024/6/16, 56, 21, , 1, , 3
2024/6/17, 42, 20, 31, 1, 1, 2
2024/6/18, 47, 20, 28, 1, 1, 2
2024/6/19, 50, 19, 31, 1, 1, 1
2024/6/20, 49, 17, 20, 2, 2, 2
2024/6/21, 36, 11, 20, 1, 2, 3
2024/6/22, 18, 12, 18, 2, 1, 3
2024/6/23, 17, 18, , 3, , 4
2024/6/24, 22, 18, , 2, , 2
2024/6/25, 31, 14, , 1, 1, 2
2024/6/26, 25, 13, , 1, 1, 2
2024/6/27, 22, 12, , 1, 1, 3
2024/6/28, 16, 16, , 1, 1, 2
2024/6/29, 38, 21, , 1, 1, 1
2024/6/30, 48, 19, , 1, 1, 2
2024/1/1, 66, 30, , 1, 1, 3
2024/1/2, 62, 34, , 1, 1, 4
2024/1/3, 68, 30, , 2, 1, 4
2024/1/4, 64, 30, , 2, 1, 2
2024/1/5, 56, 30, , 1, 1, 2
2024/1/6, 58, 25, , 1, 1, 2
2024/1/7, 51, 29, , 2, 1, 2
2024/1/8, 56, 31, , 3, 1, 3
2024/1/9, 59, 31, , 2, 1, 3
2024/1/10, 64, 32, , 2, 1, 4
2024/1/11, 65, 35, , 2, 1, 4
2024/1/12, 68, 32, , 2, 1, 4
2024/1/13, 65, 27, , 2, 1, 2
2024/1/14, 51, 24, , 2, 1, 2
2024/1/15, 48, 29, , 1, 1, 3
2024/1/16, 53, 30, , 1, 1, 3
2024/1/17, 53, 26, , 2, 1, 2
2024/1/18, 50, 26, , 3, 1, 3
2024/1/19, 44, 20, , 3, 1, 2
2024/1/20, 42, 27, , 2, 1, 3
2024/1/21, 56, 26, , 2, 1, 4
2024/1/22, 50, 9, , 3, 1, 6
2024/1/23, 20, 9, 38, 3, 1, 4
2024/1/24, 17, 13, , 3, 1, 3
2024/1/25, 40, 24, , 3, 1, 3
2024/1/26, 54, 24, 38, 2, 1, 4
2024/1/27, 56, 22, 36, 2, 1, 4
2024/1/28, 52, 22, 39, 2, 1, 4
2024/1/29, 49, 16, 35, 2, 1, 5
2024/1/30, 36, 14, 27, 2, 1, 4
2024/1/31, 32, 18, 27, 2, 1, 4
2024/2/1, 38, 18, 23, 2, 1, 3
2024/2/2, 44, 19, 23, 2, 1, 3
2024/2/3, 50, 16, 22, 2, 1, 2
2024/2/4, 37, 16, , 2, 1, 3
2024/2/5, 42, 19, , 1, 1, 3
2024/2/6, 48, 18, 20, 1, 1, 3
2024/2/7, 49, 15, 23, 2, 1, 5
2024/2/8, 45, 16, 26, 2, 2, 7
2024/2/9, 44, 24, 16, 1, 2, 7
2024/2/10, 65, 22, 23, 2, 2, 6
2024/2/11, 61, 32, , 1, 2, 4
2024/2/12, 66, 35, , 1, 1, 3
2024/2/13, 62, 32, , 1, 2, 3
2024/2/14, 61, 28, , 2, 1, 3
2024/2/15, 60, 28, , 2, 1, 2
2024/2/16, 62, 26, , 1, 1, 2
2024/2/17, 59, 18, , 2, 1, 1
2024/2/18, 42, 26, , 3, 1, 3
2024/2/19, 66, 36, , 2, 1, 3
2024/2/20, 95, 25, 21, 1, 1, 3
2024/2/21, 60, 29, 19, 1, 1, 2
2024/2/22, 67, 33, 25, 1, 1, 3
2024/2/23, 74, 22, 27, 1, 1, 3
2024/2/24, 51, 22, 36, 2, 1, 3
2024/2/25, 50, 24, 36, 2, , 4
2024/2/26, 55, 18, 29, 2, , 4
2024/2/27, 42, 21, 29, 2, , 4
2024/2/28, 41, 21, 23, 5, 1, 4
2024/2/29, 42, 17, 30, 4, 1, 5
2024/3/1, 43, 10, 34, 3, , 6
2024/3/2, 21, 11, 36, 2, , 5
2024/3/3, 24, 24, 31, 3, 1, 4
2024/3/4, 48, 36, 24, 4, 1, 4
2024/3/5, 75, 42, 27, 4, 1, 4
2024/3/6, 94, 34, 31, 3, 1, 4
2024/3/7, 80, 12, 38, 3, 1, 5
2024/3/8, 24, 32, 37, 3, 1, 4
2024/3/9, 61, 35, 40, 2, 1, 4
2024/3/10, 67, 35, 35, 4, 1, 4
2024/3/11, 64, 21, 42, 4, 1, 5
2024/3/12, 44, 22, 40, 3, 1, 4
2024/3/13, 49, 32, , 2, 1, 2
2024/3/14, 58, 40, 30, 2, 1, 2
2024/3/15, 70, 31, , 3, 1, 2
2024/3/16, 71, 24, , 3, 1, 3
2024/3/17, 55, 28, 21, 3, 1, 3
2024/3/18, 67, 26, 29, 2, 1, 3
2024/3/19, 63, 16, 35, 3, 1, 5
2024/3/20, 41, 25, 45, 3, 1, 4
2024/3/21, 46, 36, 37, 3, 1, 3
2024/3/22, 61, 29, 25, 2, 1, 3
2024/3/23, 60, 28, 16, 2, 1, 3
2024/3/24, 60, 27, 18, 2, 1, 2
2024/3/25, 68, 29, 20, 3, 1, 2
2024/3/26, 69, 33, , 2, 1, 1
2024/3/27, 78, 25, , 2, 1, 2
2024/3/28, 64, 24, , 4, 1, 2
2024/3/29, 57, 19, , 3, 1, 2
2024/3/30, 50, 23, , 3, , 2
2024/3/31, 58, 23, 21, 2, 1, 1
2023/10/1, 39, 19, 33, 2, 1, 2
2023/10/2, 43, 20, 20, 1, 1, 2
2023/10/3, 41, 22, 27, 2, 1, 2
2023/10/4, 47, 19, 22, 3, 1, 2
2023/10/5, 44, 18, 28, 4, 1, 2
2023/10/6, 42, 22, 40, 3, 1, 4
2023/10/7, 56, 24, 44, 2, 1, 3
2023/10/8, 60, 24, 41, 2, 1, 3
2023/10/9, 60, 17, 38, 3, 1, 4
2023/10/10, 38, 16, 22, 4, 1, 3
2023/10/11, 32, 17, 32, 2, 1, 3
2023/10/12, 34, 18, 32, 3, 1, 3
2023/10/13, 39, 22, 35, 3, 1, 3
2023/10/14, 51, 29, 52, 3, 2, 3
2023/10/15, 69, 21, 38, 2, 2, 3
2023/10/16, 51, 10, 36, 1, 1, 3
2023/10/17, 21, 8, 30, 1, 1, 3
2023/10/18, 12, 14, 29, 2, 1, 3
2023/10/19, 27, 15, 27, 5, 1, 4
2023/10/20, 32, 15, 27, 2, 1, 3
2023/10/21, 37, 10, 28, 1, 1, 2
2023/10/22, 19, 10, 27, 2, 1, 3
2023/10/23, 20, 14, 25, 4, 1, 3
2023/10/24, 28, 11, 21, 1, 1, 2
2023/10/25, 27, 13, 16, 4, 1, 2
2023/10/26, 35, 9, 19, 4, 1, 2
2023/10/27, 22, 14, 17, 4, 1, 1
2023/10/28, 25, 16, 24, 1, 1, 2
2023/10/29, 31, 18, 38, 1, 1, 3
2023/10/30, 41, 29, 43, 1, 1, 3
2023/10/31, 58, 25, 39, 2, 1, 3
2023/11/1, 46, 18, 25, 2, 1, 3
2023/11/2, 38, 21, 27, 2, 1, 3
2023/11/3, 39, 19, 24, 3, 1, 2
2023/11/4, 34, 18, 22, 3, 1, 3
2023/11/5, 36, 16, 22, 2, 1, 2
2023/11/6, 32, 20, 33, 2, 1, 3
2023/11/7, 48, 12, 18, 2, , 3
2023/11/8, 26, 14, 25, 2, , 3
2023/11/9, 20, , , , , 
2023/11/13, 27, 15, , 2, , 3
2023/11/14, 30, 20, , 2, , 
2023/11/15, 38, 20, , 2, 1, 4
2023/11/16, 47, 35, , 4, 1, 4
2023/11/17, 60, 46, , 5, 1, 3
2023/11/18, 63, 44, , 4, 1, 3
2023/11/19, 62, 43, , 3, 1, 3
2023/11/20, 70, 34, , 5, 1, 4
2023/11/21, 57, 29, , 3, , 2
2023/11/22, 51, 26, , 2, , 1
2023/11/23, 47, 26, , 2, 1, 1
2023/11/24, 56, 30, , 3, 1, 3
2023/11/25, 58, 35, , 9, 1, 3
2023/11/26, 64, 37, , 7, 1, 3
2023/11/27, 75, 50, , 5, 1, 4
2023/11/28, 103, 29, , 5, 1, 4
2023/11/29, 58, 24, , 2, , 2
2023/11/30, 46, 13, , 2, , 3
2023/12/1, 27, 13, , 2, 1, 3
2023/12/2, 30, 17, , 2, 1, 3
2023/12/3, 37, 17, , 5, 1, 3
2023/12/4, 41, 22, , 2, 1, 3
2023/12/5, 54, 23, , 4, 1, 4
2023/12/6, 57, 17, , 3, 1, 4
2023/12/7, 36, 26, , 3, 1, 3
2023/12/8, 55, 26, , 5, 1, 3
2023/12/9, 50, 22, , 5, 1, 2
2023/12/10, 43, 18, , 5, 1, 2
2023/12/11, 35, 18, , 3, 1, 2
2023/12/12, 38, 19, , 2, 1, 2
2023/12/13, 40, 20, , 1, 1, 2
2023/12/14, 34, 18, , 2, 1, 2
2023/12/15, 33, 18, , 2, 1, 2
2023/12/16, 34, 9, , 2, 1, 5
2023/12/17, 15, 14, , 2, 1, 3
2023/12/18, 23, 17, , 2, 1, 3
2023/12/19, 32, 14, 22, 2, 1, 4
2023/12/20, 26, 16, , 1, 1, 4
2023/12/21, 40, 14, , 2, 1, 4
2023/12/22, 39, 16, , 3, 1, 4
2023/12/23, 42, 29, , 3, 1, 4
2023/12/24, 64, 29, 36, 3, 1, 4
2023/12/25, 66, 27, 29, 4, 1, 3
2023/12/26, 59, 20, , 4, 1, 3
2023/12/27, 46, 25, , 3, 1, 2
2023/12/28, 55, 18, , 2, 1, 2
2023/12/29, 36, 15, , 2, 1, 2
2023/12/30, 31, 26, , 2, 1, 2
2023/12/31, 58, 30, , 2, 1, 3
2023/7/1, 38, 16, 24, 3, 1, 2
2023/7/2, 33, 20, 15, 6, 1, 2
2023/7/3, 35, 19, 21, 3, , 2
2023/7/4, 37, 18, 23, 3, 1, 1
2023/7/5, 29, 14, 17, 3, 1, 1
2023/7/6, 25, 16, 12, 2, , 2
2023/7/7, 20, 13, 15, 1, , 2
2023/7/8, 18, 15, 18, 2, , 2
2023/7/9, 20, 13, 19, 2, , 2
2023/7/10, 23, 15, 23, 2, 3, 2
2023/7/11, 27, 13, 22, 2, 1, 2
2023/7/12, 25, 14, 22, 3, , 2
2023/7/13, 28, 15, 29, 4, , 3
2023/7/14, 35, 18, 30, 4, , 3
2023/7/15, 42, 19, 23, 6, 1, 3
2023/7/16, 45, 21, 41, 5, , 3
2023/7/17, 45, 25, 34, 4, , 4
2023/7/18, 49, 18, 24, 2, , 3
2023/7/19, 41, 19, 19, 2, 1, 2
2023/7/20, 37, 14, 16, 1, , 1
2023/7/21, 27, 13, 15, 2, , 2
2023/7/22, 25, 15, 16, 2, , 2
2023/7/23, 30, 15, 20, 2, , 3
2023/7/24, 29, 11, 19, 2, , 5
2023/7/25, 19, 13, 17, 3, , 3
2023/7/26, 21, 11, 29, 1, , 2
2023/7/27, 20, 19, 30, 2, , 2
2023/7/28, 32, 18, 31, 3, , 2
2023/7/29, 32, 16, 26, 3, 1, 1
2023/7/30, 33, 14, 21, 5, , 2
2023/7/31, 30, 13, 16, 4, 1, 3
2023/8/1, 18, 15, 16, 3, 1, 3
2023/8/2, 20, 19, 17, 2, , 2
2023/8/3, 33, 23, 20, 3, , 2
2023/8/4, 48, 21, 26, 3, 1, 1
2023/8/5, 44, 27, 26, 3, , 2
2023/8/6, 52, 27, 24, 2, , 3
2023/8/7, 52, 27, 28, 3, , 1
2023/8/8, 48, 21, 22, 3, , 2
2023/8/9, 48, 21, 28, 3, 1, 3
2023/8/10, 45, 22, 31, 4, 1, 3
2023/8/11, 52, 22, 30, 2, 1, 2
2023/8/12, 53, 25, 27, 3, 1, 3
2023/8/13, 51, 24, 27, 3, 1, 3
2023/8/14, 48, 23, 27, 5, 1, 3
2023/8/15, 48, 21, 23, 4, , 3
2023/8/16, 46, 21, 22, 4, , 3
2023/8/17, 43, 18, 27, 3, 1, 3
2023/8/18, 44, 15, 21, 3, 1, 3
2023/8/19, 40, 16, 21, 3, 1, 2
2023/8/20, 34, 10, 22, 2, 1, 2
2023/8/21, 23, 12, 19, 3, 1, 2
2023/8/22, 23, 15, 23, 3, 1, 2
2023/8/23, 28, 16, 27, 3, 1, 2
2023/8/24, 35, 15, 24, 4, 1, 2
2023/8/25, 29, 17, 25, 3, 1, 2
2023/8/26, 37, 20, 26, 2, , 2
2023/8/27, 32, 21, 27, 3, 1, 2
2023/8/28, 48, 19, 29, 3, 1, 3
2023/8/29, 40, 16, 29, 4, , 2
2023/8/30, 29, 15, 32, 3, 1, 3
2023/8/31, 37, 23, 39, 4, , 4
2023/9/1, 54, 34, 59, 3, , 4
2023/9/2, 68, 21, 42, 2, 1, 3
2023/9/3, 46, 15, 41, 2, 1, 3
2023/9/4, 32, 16, 39, 2, , 4
2023/9/5, 38, 14, 37, 2, , 3
2023/9/6, 31, 15, 42, 1, , 
2023/9/7, 39, 12, 28, 3, , 3
2023/9/8, 27, 13, 19, 2, , 2
2023/9/9, 23, 15, 14, 3, , 3
2023/9/10, 30, 15, 16, 2, , 4
2023/9/11, 23, 18, 22, 2, 1, 3
2023/9/12, 32, 18, 20, 3, 1, 2
2023/9/13, 29, 16, 33, 2, 1, 2
2023/9/14, 25, 16, 23, 5, 1, 3
2023/9/15, 35, 13, 19, 2, 1, 1
2023/9/16, 27, 10, 19, 2, 1, 2
2023/9/17, 19, 15, 21, 2, 1, 1
2023/9/18, 22, 15, 19, 2, 1, 1
2023/9/19, 23, 14, 17, 2, 1, 2
2023/9/20, 25, 13, 17, 2, 1, 1
2023/9/21, 27, 15, 21, 3, 1, 1
2023/9/22, 26, 16, 23, 3, 1, 2
2023/9/23, 29, 13, 17, 3, 1, 2
2023/9/24, 24, 7, 15, 1, 1, 1
2023/9/25, 10, 11, 18, 1, 1, 1
2023/9/26, 20, 13, 19, 1, 1, 1
2023/9/27, 23, 12, 19, 2, 1, 2
2023/9/28, 24, 17, 18, 2, 1, 2
2023/9/29, 35, 16, 23, 2, 1, 2
2023/9/30, 31, 19, 26, 2, 1, 1
2023/4/1, 58, 26, 27, 1, , 4
2023/4/2, 60, 21, 19, 1, , 4
2023/4/3, 52, 26, 18, 1, , 3
2023/4/4, 59, 19, 18, 1, , 3
2023/4/5, 46, 16, 16, 2, 1, 3
2023/4/6, 40, 19, 25, 3, , 3
2023/4/7, 44, 15, 36, 2, , 4
2023/4/8, 38, 19, 43, 2, 1, 5
2023/4/9, 44, 36, 37, 2, 1, 5
2023/4/10, 74, 38, 36, 2, , 4
2023/4/11, 74, 36, 30, 2, 1, 3
2023/4/12, 71, 36, 31, 2, 1, 3
2023/4/13, 74, 36, 27, 2, , 4
2023/4/14, 69, 29, 25, 3, , 4
2023/4/15, 69, 28, 27, 3, 1, 3
2023/4/16, 67, 28, 24, 2, , 4
2023/4/17, 67, 28, 20, 1, , 4
2023/4/18, 66, 37, 24, 2, 1, 3
2023/4/19, 71, 43, 26, 3, 1, 4
2023/4/20, 86, 49, 29, 2, 1, 4
2023/4/21, 108, 41, 30, 1, 1, 4
2023/4/22, 96, 27, 16, 1, 1, 4
2023/4/23, 65, 18, 20, 2, 1, 3
2023/4/24, 40, 25, 29, 2, 1, 4
2023/4/25, 57, 23, 39, 2, 1, 5
2023/4/26, 56, 24, 40, 2, 1, 4
2023/4/27, 55, 25, 29, 2, 1, 3
2023/4/28, 51, 23, 29, 3, 1, 4
2023/4/29, 50, 19, 42, 4, 1, 4
2023/4/30, 37, 24, 45, 3, 1, 5
2023/5/1, 57, 26, 30, 2, 1, 3
2023/5/2, 56, 24, 18, 2, 1, 3
2023/5/3, 46, 19, 21, 2, 1, 2
2023/5/4, 43, 25, 19, 2, 1, 3
2023/5/5, 50, 28, 24, 2, 1, 3
2023/5/6, 57, 34, 33, 1, 1, 3
2023/5/7, 73, 27, 35, 2, 1, 3
2023/5/8, 57, 13, 29, 2, 1, 3
2023/5/9, 27, 16, 18, 2, 1, 2
2023/5/10, 30, 10, 19, 2, 1, 2
2023/5/11, 22, 10, 20, 2, , 3
2023/5/12, 17, 11, 19, 2, , 4
2023/5/13, 19, 16, 33, 3, 1, 4
2023/5/14, 25, 13, 34, 3, 1, 3
2023/5/15, 32, 16, 27, 3, 1, 3
2023/5/16, 36, 26, 37, 3, 1, 2
2023/5/17, 56, 44, 44, 6, 1, 2
2023/5/18, 86, 40, 36, 4, 1, 2
2023/5/19, 89, 35, 35, 1, 1, 2
2023/5/20, 73, 36, 30, 1, , 2
2023/5/21, 71, 31, 29, 2, 1, 2
2023/5/22, 62, 31, 37, 3, 1, 4
2023/5/23, 64, 27, 30, 2, 1, 4
2023/5/24, 65, 23, 29, 2, 1, 3
2023/5/25, 59, 19, 25, 3, 1, 3
2023/5/26, 47, 13, 18, 2, 1, 3
2023/5/27, 30, 22, 24, 1, , 3
2023/5/28, 46, 24, 26, 2, , 3
2023/5/29, 41, 22, 25, 2, , 3
2023/5/30, 46, 16, 20, 3, , 3
2023/5/31, 39, 19, 34, 3, , 3
2023/6/1, 50, 21, 34, 3, , 4
2023/6/2, 50, 21, 30, 3, , 4
2023/6/3, 51, 16, 27, 2, , 3
2023/6/4, 40, 14, 24, 3, , 3
2023/6/5, 33, 17, 25, 3, , 4
2023/6/6, 23, 12, 27, 3, , 3
2023/6/7, 18, 18, 27, 3, , 3
2023/6/8, 31, 22, 36, 3, , 3
2023/6/9, 46, 21, 39, 2, 1, 3
2023/6/10, 53, 23, 39, 2, , 4
2023/6/11, 53, 22, 29, 3, , 4
2023/6/12, 50, 23, 33, 3, , 4
2023/6/13, 45, 23, 28, 4, , 3
2023/6/14, 48, 24, 26, 6, , 3
2023/6/15, 47, 23, 26, 4, , 2
2023/6/16, 43, 19, 28, 1, , 2
2023/6/17, 45, 22, 25, 2, 1, 2
2023/6/18, 44, 25, 25, 2, 1, 2
2023/6/19, 32, 19, 25, 1, 1, 1
2023/6/20, 41, 19, 27, 1, 1, 1
2023/6/21, 43, 18, 33, 1, 1, 2
2023/6/22, 42, 21, 30, 1, 1, 2
2023/6/23, 50, 22, 27, 1, 1, 4
2023/6/24, 49, 22, 25, 2, 1, 3
2023/6/25, 46, 19, 21, 2, 2, 1
2023/6/26, 39, 12, 18, 2, 2, 1
2023/6/27, 30, 12, 18, 1, 1, 1
2023/6/28, 34, 13, 16, 2, 1, 2
2023/6/29, 29, 15, 26, 2, 1, 2
2023/6/30, 32, 18, 27, 2, 1, 2
2023/1/2, 38, 16, 34, 4, 1, 5
2023/1/3, 44, 13, 34, 4, 1, 4
2023/1/4, 28, 13, 34, 3, 1, 4
2023/1/5, 30, 23, 36, 4, 1, 3
2023/1/6, 57, 36, 48, 6, 2, 5
2023/1/7, 79, 25, 31, 5, 1, 4
2023/1/8, 53, 18, 27, 3, 1, 5
2023/1/9, 31, 20, 96, 3, 21, 7
2023/1/10, 38, 22, 27, 3, 7, 7
2023/1/11, 40, 20, 23, 4, , 3
2023/1/12, 34, 21, 24, 5, , 3
2023/1/13, 39, 21, 29, 6, , 4
2023/1/14, 53, 24, 34, 4, 1, 4
2023/1/15, 59, 11, 30, 2, 1, 6
2023/1/16, 25, 10, 28, 2, 1, 4
2023/1/17, 25, 15, 31, 2, 1, 4
2023/1/18, 43, 21, 36, 2, 1, 3
2023/1/19, 56, 20, 39, 2, 1, 3
2023/1/20, 56, 28, 39, 2, 1, 4
2023/1/21, 66, 29, 33, 1, 1, 3
2023/1/22, 64, 30, 26, 1, 1, 3
2023/1/23, 63, 23, 26, 1, 1, 4
2023/1/24, 52, 32, 37, 2, 1, 3
2023/1/25, 69, 27, 33, 3, 1, 3
2023/1/26, 57, 15, 28, 1, 1, 5
2023/1/27, 34, 24, 31, 2, 1, 5
2023/1/28, 61, 38, 46, 2, 1, 3
2023/1/29, 68, 40, 48, 2, 1, 3
2023/1/30, 72, 37, 35, 4, 1, 4
2023/1/31, 65, 25, 25, 2, , 2
2023/2/1, 44, 23, 22, 1, , 2
2023/2/2, 44, 24, 25, 1, , 2
2023/2/3, 50, 26, 23, 1, , 2
2023/2/4, 51, 23, 22, 1, , 2
2023/2/5, 50, 18, 20, 1, , 1
2023/2/6, 40, 15, 17, 1, , 2
2023/2/7, 34, 16, 20, 1, , 2
2023/2/8, 39, 17, 19, 1, , 2
2023/2/9, 39, 16, 17, 2, 3, 2
2023/2/10, 39, 19, 22, 2, 1, 2
2023/2/11, 41, 20, 18, 2, 1, 2
2023/2/12, 45, 21, 17, 3, 1, 1
2023/2/13, 45, 22, 22, 3, 1, 3
2023/2/14, 52, 12, 35, 3, 1, 6
2023/2/15, 35, 24, 45, 2, 1, 4
2023/2/16, 52, 23, 42, 2, 1, 3
2023/2/17, 47, 24, 35, 1, 1, 3
2023/2/18, 46, 27, 38, 4, 1, 3
2023/2/19, 52, 40, 49, 6, 1, 3
2023/2/20, 77, 49, 47, 2, 1, 4
2023/2/21, 93, 37, 41, 2, 1, 3
2023/2/22, 64, 31, 39, 2, 1, 3
2023/2/23, 58, 32, 54, 3, 1, 3
2023/2/24, 62, 57, 49, 4, 1, 5
2023/2/25, 134, 41, 48, 3, 1, 4
2023/2/26, 88, 36, 45, 2, 1, 2
2023/2/27, 66, 31, 38, 2, 2, 2
2023/2/28, 56, 30, 36, 2, 2, 2
2023/3/1, 57, 40, 84, 4, 1, 3
2023/3/2, 83, 46, 52, 3, 1, 4
2023/3/3, 87, 45, 57, 3, 1, 3
2023/3/4, 86, 49, 73, 4, 1, 4
2023/3/5, 105, 34, 50, 2, 1, 3
2023/3/6, 68, 28, 41, 3, 1, 3
2023/3/7, 55, 26, 32, 2, 1, 2
2023/3/8, 45, 29, 33, 3, 1, 2
2023/3/9, 52, 26, 45, 2, 1, 3
2023/3/10, 55, 33, 40, 2, 1, 2
2023/3/11, 65, 32, 35, 2, 1, 2
2023/3/12, 63, 45, 45, 4, 1, 4
2023/3/13, 94, 43, 46, 3, 1, 5
2023/3/14, 77, 31, 37, 2, 1, 3
2023/3/15, 60, 27, 35, 1, , 4
2023/3/16, 56, 26, 34, 2, 1, 3
2023/3/17, 60, 28, 29, 2, 1, 1
2023/3/18, 57, 23, 24, 1, 1, 1
2023/3/19, 55, 19, 18, 2, 1, 1
2023/3/20, 46, 24, 19, 2, 1, 2
2023/3/21, 58, 32, 22, 2, , 2
2023/3/22, 66, 29, 19, 1, 1, 2
2023/3/23, 64, 22, 20, 2, 1, 2
2023/3/24, 50, 22, 21, 2, , 2
2023/3/25, 51, 18, 18, 2, , 2
2023/3/26, 49, 22, 18, 2, , 2
2023/3/27, 58, 15, 23, 2, , 2
2023/3/28, 44, 16, 29, 2, , 5
2023/3/29, 44, 23, 30, 4, , 4
2023/3/30, 58, 24, 27, 4, , 4
2023/3/31, 59, 26, 26, 3, , 4
2022/10/1, 18, 13, 14, 2, , 3
2022/10/2, 31, 12, 16, 1, , 2
2022/10/3, 25, 12, 12, 2, , 2
2022/10/4, 22, 24, 18, 2, , 3
2022/10/5, 38, 20, 21, 1, 1, 3
2022/10/6, 29, 16, 15, 1, , 3
2022/10/7, 17, 18, 16, 1, 1, 3
2022/10/8, 22, 24, 35, 1, 1, 4
2022/10/9, 44, 30, 49, 2, 1, 5
2022/10/10, 67, 29, 47, 3, 1, 5
2022/10/11, 68, 34, 74, 3, 1, 5
2022/10/12, 67, 37, 70, 3, 1, 5
2022/10/13, 73, 21, 50, 2, 1, 4
2022/10/14, 49, 29, 57, 2, 1, 3
2022/10/15, 60, 37, 59, 4, 1, 4
2022/10/16, 79, 45, 68, 6, 1, 4
2022/10/17, 90, 39, 58, 3, 1, 4
2022/10/18, 85, 9, 36, 2, , 4
2022/10/19, 18, 18, 49, 1, , 4
2022/10/20, 33, 12, 24, 1, , 3
2022/10/21, 26, 27, 43, 3, 1, 4
2022/10/22, 53, 28, 35, 1, 1, 4
2022/10/23, 64, 28, 37, 4, 1, 3
2022/10/24, 63, 15, 24, 1, , 3
2022/10/25, 32, 17, 27, 1, , 2
2022/10/26, 35, 23, 30, 2, 1, 2
2022/10/27, 38, 29, 40, 3, 1, 3
2022/10/28, 57, 33, 49, 3, 1, 3
2022/10/29, 71, 39, 56, 6, 1, 4
2022/10/30, 93, 32, 41, 6, , 4
2022/10/31, 70, 38, 43, 4, , 3
2022/11/1, 72, 39, 60, 5, 1, 4
2022/11/2, 79, 32, 49, 1, , 5
2022/11/3, 78, 27, 33, 4, , 4
2022/11/4, 66, 19, 38, 4, , 4
2022/11/5, 49, 12, 41, 3, , 3
2022/11/6, 26, 15, 42, 4, , 3
2022/11/7, 35, 16, 31, 6, , 4
2022/11/8, 35, 13, 22, 4, , 3
2022/11/9, 29, 18, 25, 2, , 2
2022/11/10, 32, 17, 28, 3, , 2
2022/11/11, 33, 17, 27, 2, , 2
2022/11/12, 42, 22, 26, 2, , 2
2022/11/13, 34, 18, 20, 2, , 2
2022/11/14, 35, 17, 26, 2, , 2
2022/11/15, 40, 22, 24, 2, , 3
2022/11/16, 40, 24, 22, 1, , 2
2022/11/17, 39, 24, 21, 1, , 3
2022/11/18, 40, 23, 26, 2, 1, 3
2022/11/19, 42, 21, 31, 1, , 3
2022/11/20, 36, 13, 25, 2, , 3
2022/11/21, 33, 8, 16, 2, , 3
2022/11/22, 18, 13, 18, 2, 1, 3
2022/11/23, 17, 11, 16, 2, , 3
2022/11/24, 18, 12, 19, 1, , 2
2022/11/25, 25, 17, 18, 2, , 3
2022/11/26, 29, 14, 17, 2, , 3
2022/11/27, 29, 16, 18, 2, , 2
2022/11/28, 29, 15, 18, 3, , 3
2022/11/29, 34, 15, 22, 2, , 3
2022/11/30, 34, 11, 20, 3, , 4
2022/12/1, 17, 7, 32, 2, , 5
2022/12/2, 11, 10, 37, 2, , 4
2022/12/3, 13, 12, 34, 3, , 5
2022/12/4, 30, 17, 30, 3, 1, 5
2022/12/5, 40, 13, 34, 3, 1, 4
2022/12/6, 29, 15, 39, 4, 1, 4
2022/12/7, 36, 19, 39, 3, 1, 4
2022/12/8, 40, 27, 41, 3, 1, 4
2022/12/9, 58, 27, 40, 3, 1, 3
2022/12/10, 63, 34, 43, 3, 1, 4
2022/12/11, 77, 38, 52, 4, 1, 4
2022/12/12, 81, 45, 58, 6, 1, 5
2022/12/13, 101, 42, 51, 5, 1, 5
2022/12/14, 89, 34, 48, 6, 1, 4
2022/12/15, 69, 22, 35, 5, 1, 3
2022/12/16, 46, 10, 32, 3, 1, 3
2022/12/17, 20, 38, 35, 3, 1, 2
2022/12/18, 73, 31, 43, 4, 1, 2
2022/12/19, 49, 30, 33, 7, 1, 3
2022/12/20, 55, 22, 38, 4, 1, 2
2022/12/21, 47, 36, 60, 4, 1, 3
2022/12/22, 75, 28, 54, 3, 1, 3
2022/12/23, 59, 27, 44, 2, 1, 3
2022/12/24, 55, 28, 38, 2, 1, 3
2022/12/25, 55, 24, 42, 2, 1, 3
2022/12/26, 49, 21, 40, 1, 1, 4
2022/12/27, 47, 17, 37, 2, 1, 3
2022/12/28, 43, 27, 47, 3, 1, 4
2022/12/29, 72, 37, 45, 3, 1, 4
2022/12/30, 91, 30, 46, 3, 1, 4
2022/12/31, 75, 29, 37, 5, 1, 4
2023/1/1, 68, 16, 36, 5, 1, 5
2022/7/1, 32, 21, 27, 3, , 3
2022/7/2, 31, 25, 20, 6, , 3
2022/7/3, 37, 22, 27, 6, 1, 3
2022/7/4, 44, 21, 26, 5, 1, 3
2022/7/5, 48, 30, 26, 5, 1, 3
2022/7/6, 46, 23, 24, 3, , 3
2022/7/7, 40, 29, 22, 2, , 3
2022/7/8, 41, 15, 17, 2, 1, 3
2022/7/9, 22, 11, 15, 2, 1, 2
2022/7/10, 18, 10, 15, 1, 1, 3
2022/7/11, 15, 17, 21, 1, 1, 3
